"participant","alpha","beta","gamma","SSE"
403,0.490787883452645,0.778207613703827,3.20014094755847e-17,1.33172082028672
404,0.479299717675333,0.666579249684958,0.0882063916429027,1.59390365511041
405,0.47166917523065,0.967808561230095,9.15391450888588e-17,1.70184562094343
406,0.392837849543996,0.688297750899299,0.19472015937152,1.86534508249456
407,0.41531414704585,0.83443720981608,0.274176405766768,0.992528443180629
408,0.393714740684377,0.541729794459014,0.286096118434208,2.39813545567871
409,0.363130226116103,0.242404795422628,0.706440308620727,3.1733652409744
410,0.37338229893179,0.516664406765034,0.27513256415491,1.3777313238183
411,0.49280273210175,0.798074814146934,0.0365270112383955,0.76772761415789
412,0.412030239476266,0.562282618591793,0.377499783545479,1.276157445529
413,0.432008916497078,0.491739997226003,0.0517007363659586,1.50937578023335
414,0.504586926229283,0.382006785004509,0.0304868381133767,0.371293761132672
415,0.327711193217771,0.73560568710422,0.406191990983011,0.874056139613488
416,0.50330707243624,0.644371662375487,2.85872921940995e-16,0.825947770168713
417,0.533310132535634,0.435377567923768,0.206936833928019,1.10783549295851
418,0.392125616720765,0.353911553997587,0.607797715101733,1.22343365496622
419,0.468125107142503,1.00552087429613,0.108755156346068,1.73320822195303
420,0.625358717168545,0.256827995992589,0.322217187313825,2.29312355867024
421,0.600860080657598,0.626664027539259,1.72708258024172e-16,1.10676226425116
422,0.358250116499553,0.238879607788807,0.422490131861181,4.05267014786499
423,0.492002358145242,0.988592755188312,0.0416132447302154,0.570592316433823
424,0.475777979065943,1.2383420194812,0.0173118711638864,5.54616918205173
425,0.47331267992335,0.938598877587943,0.00994365893760052,1.3424750656376
426,0.480890346921502,0.365297185758723,0.069981876369357,1.10617220723158
427,0.463057918175505,0.783463706820289,0.0847390447058044,0.96249624566475
428,0.540272901859805,0.245856987124927,0.00793160736291447,0.565221293468459
429,0.455259281196631,1.25274011642939,2.13129718046677e-16,3.78524324216282
430,0.423642937245035,0.437864455524851,0.790760144585114,3.79569381736999
431,0.490553436550198,0.164780816089996,0.878760079595539,0.728188860674421
432,0.477486385881267,0.771239657642078,0.12753268738568,2.87297293465509
433,0.47171115710847,1.03073070903597,0.0848070851130992,2.25168366700985
434,0.580137789877294,0.214291882638161,0.619637973012479,0.864323685741095
435,0.443626397591869,0.348265878859757,0.810362614623297,0.449978263101432
436,0.527845446731692,0.220652940759005,0.241687538564805,0.84375291114949
437,0.461001904316487,1.09194666984041,1.83950638446904e-17,2.87590595714053
438,0.47855942339219,0.646385807762663,0.578961481573736,1.49099316730713
439,0.91511234973097,0.0108878750701305,0.950072558102793,0.0767411332351736
440,0.456226625196811,0.576725577392265,0.439418880739336,1.11184792311692
441,0.449366268475038,0.945891965960976,0.21393294816126,1.05972995067924
442,0.430519222954267,0.776805946878226,0.26698264011724,1.45928021219809
443,0.443923232093125,0.863387917021495,0.170911581192746,2.28160961212654
444,0.732638490154876,0.212652927737087,6.76948240546669e-15,1.00686987908451
445,0.461132666124479,0.60194184908043,0.0330989001816324,2.17623677936347
446,0.222244033241368,0.390223487055354,0.644086236247753,2.35736473877596
447,0.498334860698664,0.928838871654085,0.0780879871598032,0.819712363436321
448,0.502780078834642,0.0479950510382498,0.729727400257972,0.247059159331735
449,0.497014129889596,0.428089287872015,0.233513338265732,0.662908857175286
450,0.478392049162448,0.559837362785144,0.159625632339732,0.920182102621758
451,0.501087590865518,0.669737568179211,0.0196297279034822,0.568927010234639
452,0.467343020431251,0.514179796408534,0.0905952081825167,0.726094095233879
453,0.439138711930772,0.491277788018971,0.151576391371816,1.10394499807464
454,0.162515929771954,0.171535805012388,0.69139759021355,2.09682472326005
455,0.493117248347148,0.969596725989793,0.0448962374445771,0.506140489082661
456,0.250832121532511,0.0691394985665608,0.788321890715668,1.45668139216093
457,0.327473362544582,0.684128770296696,4.00694612911494e-16,1.64874604002435
458,0.527496007296656,0.631711781853919,7.14077418806763e-17,0.549750552677701
459,0.167549121574804,0.357428887791446,0.706675130593832,1.64402872063842
460,0.443594158404016,0.792163583665668,1.66689918810581e-18,3.64959320740019
461,0.434343804372567,0.66995602743651,0.114024313823191,2.20608229479765
462,0.4737197220596,1.15575311643515,0.116450145205628,2.29607382077817
463,0.670428154566918,-0.117589822159459,0.999933335248735,2.46020786319023
464,0.497505404954327,0.526921050599904,0.168901736272935,3.51893842545997
465,0.297596904069325,0.73393744646966,0.149597255190787,3.00940853664707
466,0.509946865657408,0.974505365232522,0.0913219022008571,1.62188067774493
467,0.401634261265072,0.165400779010159,0.358019055887829,1.92942676048433
468,0.493978932043351,0.945477992444258,0.00706474673514794,1.29717886584362
469,0.469262446706926,0.932054342613712,0.131728595816177,2.12500480747892
470,0.476291610951828,0.716079477864029,0.20869017367689,1.10659148770851
471,0.459799842426002,0.762332197988492,0.0987103996227173,0.957217659685143
472,0.503979282520658,0.392841792664491,0.0312152250388202,0.879910555905951
473,0.482654992256736,0.147502981729826,0.992941672527497,0.635469560910987
474,0.497147937505608,0.502926928693983,0.380174845835551,2.57483497164203
475,0.459703288573978,1.07083247667287,1.83812306176519e-17,3.02404098996786
476,0.372311557932829,0.444867367983148,0.0595925646292015,1.25398560862094
477,0.459926222760533,0.636420607279108,0.206359505691702,1.18913584610482
478,0.411263025527621,0.12170268819473,0.298016876657123,1.65342524948675
479,0.419554768870157,0.268848465643227,0.691630029321468,0.653687777511076
480,0.412003053416081,0.954532875271866,0.344642964141343,2.52588272523173
481,0.477081518030153,0.773501619082964,0.0807820294497618,0.577907238135477
482,0.496848057219538,0.188450027547485,0.144724686619924,0.324579151965708
483,0.466687851635824,0.989991664542554,0.0701940307911605,1.24507253991906
484,0.508203050626746,0.766796861906832,0.0515309779355069,0.366947805578414
485,0.442937697896279,0.546998213983037,4.29360759328124e-17,2.44806029409117
486,0.250463864973451,0.270091617850754,0.452844425430028,1.44041776482374
487,0.459595173178707,0.821032130977204,2.4411847131657e-16,6.09700109888832
488,0.49586581498386,0.467193658207588,0.459108819777224,0.797231437946668
489,0.411325785530113,0.609603135924798,0.27896507357543,1.56578247438306
490,0.485579867888614,0.379080856715754,0.231339596516537,0.507907543807596
491,0.249136968370156,0.20134446912503,0.884844735549135,4.76610106560795
492,0.493212676222178,0.904763675296904,0.0889538951713475,1.24467206373068
493,0.500254736121819,0.459079889988263,0.0395878729296759,0.601022063202065
494,0.474385476802821,0.934052533855125,2.77838248925774e-16,0.710318395292297
495,0.435845114642127,0.882966122638892,0.0368966639198789,0.779249106556027
496,0.526629256157603,0.635632663391556,0.292264583407607,2.09293190060341
497,0.457710406373984,0.805954648589397,0.279094291285912,0.895443360756212
498,0.454311452828036,0.970374484283661,0.0842691599248382,1.20744199623096
499,0.280732557475002,0.648582413251594,0.108255017020641,3.44385135418648
500,0.553526972515156,0.608712409252094,0.00761172875889461,2.5832093072032
501,0.36546404613043,0.507665780558549,0.713241831016919,1.54110575479063
502,0.510996453110012,0.758519972775589,6.04129304048176e-16,6.67140857208576
503,0.471162286875918,0.479379576525667,0.107118264380125,0.420983015218665
504,0.548018157153191,0.678720332761494,0.174804966575075,1.50258561668587
505,0.460904979301428,0.525080431543438,0.521838487868058,0.626357342079832
506,0.210742384273103,0.631632332974039,0.187522707714367,2.2730729984874
507,0.445637615469785,0.645641278439708,0.108278880185217,1.62634097473304
508,0.420039674703026,0.802519621677124,0.191987503255124,2.70999600611564
509,0.471025404091665,0.240203930799358,0.636785033105183,1.9021524307116
510,0.534073668987308,0.709121684016413,0.09375973639401,1.06418824521093
511,0.264595775326975,0.462858538853791,0.78780767884779,2.36168687810239
512,0.170298925826335,0.313857715748627,0.755790217794973,2.05670359604422
513,0.456112239187449,0.596627313411845,2.50076477113479e-16,1.94613274812182
514,0.367146360897249,0.876053254716963,0.301187158618577,2.96182001786886
515,0.408665804899657,0.41160641309974,0.572422792394735,0.831800662829886
516,0.637671864542697,0.134007174451741,0.0994698395940516,0.422191659895531
517,0.527553138430811,0.665587735072086,0.0627198602804152,0.746985873955286
518,0.494103879800099,0.969820439194033,0.0161482435259872,1.14711588741037
519,0.197441286620448,0.187614421792517,0.858620116316859,2.14458540006161
520,0.51763036412838,0.0910350720722381,0.733916063415249,0.35508230824889
521,0.391753410166102,0.932158137553255,0.0736636043447102,2.19525524533925
522,0.296806644280417,0.347355710861728,0.303111118013451,2.07405696541695
523,0.519158879276906,0.76627078484576,0.0208479081218122,0.468716784428266
524,0.487216073825788,0.779047137341916,0.0470948738308579,0.819049452679245
525,0.476700795366624,1.14631711347527,2.70449780979461e-16,1.78434621236213
526,0.309737849762474,0.216519273455836,0.646593624578495,4.18661546409817
527,0.508375884280691,0.919752925434703,1.23962521437258e-17,0.184958634144111
528,0.450170933120264,0.69321587848907,0.110208062311444,0.664787961509337
529,0.486884796872386,0.914401241929628,1.70274452783123e-15,1.59917948052203
530,0.103620059781541,0.150731870096028,0.503490363231974,0.867118269789659
531,0.511820654505279,0.719192400099518,0.187021233144849,0.554137862336623
532,0.523813353759127,0.785694065955927,0.114584583141383,0.583544600378075
533,0.241780587299188,0.756677763392465,0.0706561099670508,8.56606880120248
534,0.364359983344326,0.73621103699686,0.0723938263981412,1.81071764187054
535,0.367353201386044,0.866071542910206,0.0806913169548006,1.69086631422183
536,0.499082186279539,0.872111015961751,4.5174885518735e-17,2.09055707312163
537,0.480979760735289,0.954811124763471,0.0338584016298468,1.21689289685284
538,0.414138777017292,-0.0417940714101747,0.985669205633193,0.996566313200619
539,0.459525881144179,0.533049081006927,0.186403793139779,1.58460862290486
540,0.471791399030805,0.388107358312863,0.813216527951784,1.65822821978905
541,0.549705823270797,0.702022782192323,0.0742035264663648,1.13900755392059
542,0.507916780528501,0.363509702912499,0.238156678667601,0.561889726068059
543,0.523778682062589,0.500323627996804,0.608365682753856,0.597966127057925
544,0.475265660861894,0.951952280569019,0.0436390326919913,0.621079975376888
545,0.934266327396098,2.71717664744334e-16,0.760994226904586,1.60237371373018e-30
546,0.483212893619919,0.985190491778219,8.12223183107227e-17,0.552052040327012
547,0.400434933654223,1.07234914503542,0.167148096562282,2.00225171809899
548,0.422281005472403,0.931611664567951,0.173673826716092,2.39092157397374
549,0.152417421065141,0.427118853571649,0.149483710426784,1.93794861237528
550,0.360362090821235,0.299174649131492,0.981522362600583,1.0325426958036
551,0.359706157309089,0.292345838798442,0.695343275695291,1.00355764039502
552,0.518537988744947,0.0787475464615558,0.300353955455718,0.199345829855673
553,0.952601812396152,-0.0173218132042826,0.996434113983028,0.061632955681248
554,0.42205719732118,0.359223957973832,0.558391627854284,0.8495867383385
555,0.495984916826436,0.817018007689418,0.0638693679179857,0.507462793736087
556,0.487766503612772,0.654618433142377,0.054791120584859,1.42782993362704
557,0.461741390925531,0.41932128643935,0.137083694114115,2.83747642647401
558,0.142105895909365,-0.0237079005405194,0.975160596256371,0.048036671831175
559,0.445016987922007,0.444745890505862,0.4861529305549,2.41455706330826
560,0.461609847977685,0.749605264074954,0.211956397849307,2.66431922005673
561,0.648449745907528,-0.0798104767896844,0.999999999999949,5.59727280903428
562,0.463882589392188,0.401276488944997,0.133441715077685,0.437134826161308
563,0.446764762571132,0.772734089048612,0.157737485661115,0.730059830672608
564,0.590396049397395,0.225774799471805,0.955718769468595,0.262545026599856
565,0.464037270427809,0.328660815714909,0.470238886457856,1.18615730680627
566,0.519200147451742,0.480233866355688,0.289838208242491,0.797614709327904
567,0.4934075717922,1.20198330092037,0.0832103322522354,2.47622455750406
568,0.490032998079591,0.65458469984695,0.124315212643937,1.39350455047919
569,0.501433198182478,0.773426628783933,0.106027183676563,0.83498627264066
570,0.482271665859052,0.852111442203308,0.0570903978679746,0.650268055399177
571,0.538969118994817,0.428827841230603,0.0471094508837598,0.544825036978969
572,0.449270837095807,0.056440125963582,0.970917900675943,0.630629842778009
573,0.454207216097638,0.775409350763446,0.198281019204919,1.69266404135763
574,0.763720257093476,0.0525090310058951,4.05988442391386e-14,0.958909115438961
575,0.435597808992689,0.614982860467104,0.0326939580251683,2.17012105641201
576,0.516723152542234,0.533745925267541,0.531193630426775,1.61759511381204
577,0.41570411561551,0.777832705048331,0.138818544164442,0.951930305302443
578,0.223033438062326,0.297786542615842,0.0316638774460991,0.974198364780139
579,0.17428366448503,0.208177701730311,3.75657712213032e-16,0.603393644920847
580,0.190527984264675,0.17527400338987,0.778690409640956,3.97585816911653
581,0.0678902417015663,0.082220569773618,0.999999999994625,5.30397925889023
582,0.46718041276371,1.22239707205455,0.235105328860594,2.13225588966614
583,0.400005917706126,0.572771531799715,0.330658261918655,1.9655973408466
584,0.470001363706579,0.752830021550232,0.0921456285428683,3.67876585934607
585,0.477866358749385,0.79448944000971,8.58883239723809e-16,1.31223850098335
586,0.289372626187942,0.590988462752365,0.168170834063442,2.4252320391933
587,0.530772656435134,0.718365660746668,0.089454339620508,1.32871129451579
588,0.477740401959014,0.507605305225152,0.358696266131811,0.443709065684659
589,0.517674393082477,0.478255244404613,0.281399882091975,1.36961246615069
590,0.514782678048982,0.182497855973246,0.129034836876062,0.447295219145267
591,0.476561986860046,0.421760557449145,5.87128513988261e-16,2.86050696936459
592,0.510357912197882,0.660281490131141,8.4401130080492e-17,0.297285611715991
593,0.400188299764385,0.816047179580881,0.281447617323807,0.895996834054132
594,0.475191637818306,0.837350171997458,0.0521663441267863,0.653832602010181
595,0.608924094155334,0.365519123467266,0.0976115725529377,0.365539029765622
596,0.440662664552429,0.586007171850165,0.718543629462392,1.23947464939764
597,0.463754945433695,0.998568153648389,0.0727952976212698,1.24943624388579
598,0.581203731859107,0.28457487652531,0.218688888979714,0.870617028805837
599,0.478832035909934,0.525129517770721,0.58927711000685,1.42662672902488
600,0.753010460521572,0.266725135597923,0.611822993062773,0.365296208591603
601,0.442872631417365,0.876668506718048,0.11755106231836,1.61041671997211
602,0.399838688349953,0.598312766168555,0.418795522656133,1.42507307153356
603,0.41529368846488,0.845279970553301,0.025251949298916,1.76864840884953
604,0.60848315429623,0.0385880096280503,0.865019563123378,0.918376988131643
605,0.208011788491483,0.165479130537977,0.803788224083858,5.78760335449206
606,0.454767046107962,0.79882915694501,0.507362950456383,1.5569497405544
607,0.463874633972689,0.879795330279023,0.0437520171450045,0.425021173395562
608,0.186757555369107,0.218767740274727,0.746653192520474,3.29098475654455
609,0.476242113425611,0.725981064173345,0.0440192832499081,1.39032325204728
610,0.487465768093081,0.81570008946368,0.0228268458082471,0.564796001825358
611,0.490100753883915,0.569659074709379,0.37961917322677,2.37283559542122
612,0.49006254100888,0.201148461832821,0.283987559600721,0.596890205828665
613,0.531658023348579,0.505778272293672,0.197103486519027,3.41033060931703
614,0.445031093798215,0.675165160881037,0.109286647016377,1.2476616909318
615,0.489194034427483,0.500250424955605,7.15575198662016e-17,0.892735513330792
616,0.248609730517456,0.169575171357792,0.737148210161527,2.39358147534277
617,0.434880681017347,0.584616689000471,0.121363048702894,0.806096218673744
618,0.315857300531152,0.0793752422621356,0.652872505255975,0.650136144350525
619,0.467181847747836,0.517122512228211,2.44532486708992e-16,2.16433246112923
620,0.38256092505016,0.490327394470305,0.637229439417422,5.84691332658948
621,0.628337344708091,0.280174671199789,0.0748814127444823,0.850627451996515
622,0.589049184745819,0.501215107990766,0.178364018165701,2.03334393063074
623,0.502854656670252,1.04571068098597,7.40614698475198e-16,1.69145499408796
624,0.496293752421371,0.950692212824491,2.54395739870623e-17,0.653225154312008
625,0.302298654033481,0.582279352767172,0.615693052840205,9.28207519335066
626,0.474743424633689,0.887753362870888,0.234306418730228,1.80126930305253
627,0.24520167691168,0.256220451069763,0.735897383906309,2.3744514709872
628,0.505806065539379,0.205395136825963,0.0509617669341803,0.043833991716817
629,0.477318292142044,0.519931411221175,0.102401419102986,2.70917483977196
630,0.47685159317392,0.892689147352541,0.111784307102277,0.760157393541476
631,0.493426787392754,0.972592183482507,6.31851607338813e-15,1.37075945641182
632,0.505331861169952,0.739740172084547,0.0614024242308134,1.46444308663003
633,0.551144482139613,0.46464457129413,8.81559815133959e-17,1.68665657207222
634,0.510766260300713,0.15627093951178,2.61218328648793e-15,2.05953560216708
635,0.468413164086943,0.247547159804581,0.167866029607962,0.189600103046303
636,0.526364241341323,0.820206501517344,0.0558671912961054,0.969741882238835
637,0.466477573345639,0.990116435124132,0.0714353680898165,0.827493892989125
638,0.596353696824227,0.43950688599277,0.74736650588537,2.27084509004753
639,0.438263575425042,0.843206361287957,1.34083769740276e-16,2.78483581768148
640,0.139819522405891,0.318617276264118,0.438461214747829,2.27354337784647
641,0.513612073611086,0.583552972083724,0.102810253445355,0.912544757760643
642,0.361862339607121,0.591221619133323,0.137767697462306,1.69011467400546
643,0.450662239629756,0.822421131927865,5.32915977037513e-18,2.66470784535356
644,0.515542613302916,1.16839144938462,0.0578890101273893,2.10649031735574
645,0.211174829440566,0.499737188056271,0.848470515364883,3.3322199084479
646,0.596982322899898,0.745355008915808,0.121770981534992,3.93426819314331
647,0.269727990380472,0.0565945612440621,0.53539408200659,1.12742950368968
648,0.474563257046034,0.808448082175614,2.11260713095156e-15,1.93566960627875
649,0.51357644402855,0.735438496851731,5.76114667209216e-16,2.73545400841793
650,0.455211163218031,0.63521350635163,0.21740574959151,2.85361675920965
651,0.491403557176131,0.655961753374984,0.169611118357611,3.00104718925132
652,0.351940436667858,0.427749159620485,0.558366754747022,2.21051039531905
653,0.475883623146443,1.02172470892117,2.0750734895096e-16,1.05693494287292
654,0.547019255951396,0.205953883477448,0.312026258603571,1.3882635020621
655,0.4871165255989,0.935491860446986,1.15961698186912e-16,1.21436116472982
656,0.432288518778522,0.421784162234415,0.0914462519246516,0.993746616465007
657,0.51986972083931,0.136049812891816,0.842150021884851,1.71079973967223
658,0.626836683186111,0.843762299708894,0.0322766655287016,1.10530304178563
659,0.479280087205169,0.268900188095603,0.545078689914666,0.354842663057097
660,0.389320690871391,0.246770075507371,0.755900585607253,4.04821353114106
661,0.534860557297268,0.66016975501562,0.186928623434443,1.05363986746157
662,0.491555448807747,0.888460289137128,0.00849799247768965,1.2118345235405
663,0.408241622440672,0.834520775867487,0.136459559019036,2.5709975795326
664,0.478365881772075,0.50739206816819,0.176116275248359,1.06272597192681
665,0.498704836438053,0.765707331238388,0.0644875459210419,0.767762693873151
666,0.349411749917105,0.457358994495613,0.609244274811459,5.11507082178354
667,0.359240963656209,0.182230416684944,0.629680389365623,4.38620375112565
668,0.654850404578844,0.292410710866689,0.79275712552751,0.746521467561474
669,0.382171550623158,0.794285364391884,6.68876690503455e-17,3.74333527106591
670,0.406078128767652,0.542704022289968,0.0994264628847769,1.03049748586081
671,0.0664682948918359,0.523617295403871,0.814032938041123,5.15669405898055
672,0.326286172891556,0.213635230546305,0.808788067744395,2.43506447614535
673,0.77330770902008,0.0165558613451918,0.996858785101019,0.0539027191810919
674,0.434584547163292,0.350086779706399,0.798155382830246,0.577208551881454
675,0.49655184869373,1.11523877060841,0.112874365299543,2.59357456639859
676,0.483554400521142,0.681814184596738,0.117772856319756,0.583091683476067
677,0.449318675273569,1.08289350608365,0.00820607058839647,1.47969320574392
678,0.434986699062112,0.937838957246092,0.0220871633410466,1.44033768971073
679,0.499456221146244,0.176783710692901,0.790678040448302,0.754373701845422
680,0.337247854140834,0.823904790671793,0.0892145855566386,2.45148190235327
681,0.508054309523139,0.860324684466672,0.0372014519713597,1.41169258989418
682,0.479714618286697,0.911076694181251,0.102204878072228,2.95410967846469
683,0.545813531807069,0.0209906212319071,0.528219613892957,2.08831244634639
684,0.498922326402332,0.692984812918731,0.323168171426499,1.30205692081709
685,0.370552392837617,0.460453548794463,0.601106437048286,0.751712490165456
686,0.505745529997827,0.18461481303617,0.0941161904783673,0.633908530517808
687,0.576399259551134,0.163200687666586,0.710437063695906,0.492266812230595
688,0.422627019893681,0.699359351617666,0.307800336300845,1.44742680021069
689,0.274234178756186,0.130802175288681,0.983980049611916,1.50401075688397
690,0.31757749368163,0.215306458005727,0.759291154655528,1.21510175106945
691,0.348751162627527,0.342684764706773,0.541411373400578,0.413867860945481
692,0.369352371437101,0.624854390177553,0.68724699161824,2.09472034592523
693,0.489933748584601,0.587488435899756,0.0663750223529395,0.752089311459339
694,0.518895893313143,0.780599774467836,0.180853476827475,1.19205731723177
695,0.488259330887659,0.891163769637719,0.122995251153154,1.72594669518474
696,0.47737121650737,0.473871875548274,0.319147059686879,1.20747090533128
697,0.543472834040603,0.488525248376148,0.075009970323658,0.662091337264465
698,0.345544719715244,0.59202402738648,0.0780006069602596,2.30749782582884
699,0.367474640761647,0.695585689602243,0.167627377006131,1.54187946380024
700,0.497601502210331,1.2419054207019,2.48325678281135e-16,1.59983626392573
701,0.346964021596513,0.448540551246375,0.178861644739038,0.608214901773158
702,0.52827764781449,0.853169060257184,0.0326589547254949,0.910874236579936
703,0.476117596168058,0.791068646073232,0.496114693170677,3.37348120119292
704,0.40584884735127,0.549917036946798,0.370368926339713,3.57331849170205
705,0.47521875314676,1.02516741712037,1.34623382196715e-16,0.994380205234728
706,0.31094873170612,0.237947770513508,0.783813630825762,2.6116868223403
707,0.475896583342679,0.19915271675112,0.280369195085953,1.05892866887679
708,0.483403657427476,0.769682505416075,0.0816956667187711,0.892231733058161
709,0.492607983772619,0.58909165017123,0.197721902918833,1.29843521378441
710,0.437133597607487,1.00865285793225,0.0443887774643165,3.79162096202244
711,0.489783651429464,0.676537016264756,0.162417807191518,0.870265567530881
712,0.498693709611242,0.885010967751344,0.0649531444648502,0.573544341460263
713,0.59949668697688,0.443075372980715,0.441445271017862,5.09069195869092
714,0.567846536625818,-0.00816798593149675,0.999999891637753,0.475786949986194
715,0.47956928997415,0.861837224896643,0.00664610635229037,0.912649662095035
716,0.352662964719642,0.380394528934294,0.257179034582306,1.37508684098199
717,0.438264090950341,0.358322697398463,0.660988028963515,4.57338921112679
718,0.391401335833611,0.40025627745358,0.693566831872884,1.65946742863675
719,0.43995791698164,0.633490085530628,2.24617288496852e-15,2.46338335166768
720,0.471645141119111,0.402769678831453,0.415399301596811,1.68009099979735
721,0.476633916761685,0.445988581842762,0.552713246805783,1.6070744013879
722,0.490985254672439,0.517798409592205,0.0122918581330362,1.04182065441321
723,0.440503096091458,0.481310183892102,0.346411658262546,1.03603042310541
724,0.473241782364168,1.1210710791757,7.07634724085439e-17,2.86218531093481
725,0.974120259486261,-0.00928103746270525,0.999827729371065,0.105022342060797
726,0.433079565904895,0.745486656144235,0.0745700361521437,1.33494632067267
727,0.476741726707793,0.454473163352003,0.350223452539903,1.04735553506122
728,0.159866626713576,0.200453374196939,0.793098585495324,1.2651672210674
729,0.512632505937607,0.0545968011500578,1.15222582080943e-14,1.03849532286258
730,0.566240639859966,0.742654852449492,0.105255748397699,1.94977158963381
731,0.478487801717656,1.00606083029961,0.105177242309005,1.1428985907983
732,0.480012157130215,0.531556841617754,0.28020428560069,1.03635914657501
733,0.415778833850225,0.87871693396043,0.0976409151624496,3.50564684750878
734,0.602308709597125,0.0949585999635464,0.671369219492552,0.337007157017193
735,0.519119384609744,0.708384703455208,0.0432742294149673,1.36995764613128
736,0.508119387209617,0.137374680247835,0.803125242655313,0.68222505868014
737,0.497211875237944,1.06770339161241,0.034464251547507,1.92523790630844
738,0.437966495082754,0.640637709479506,0.37773030181766,2.77877969096982
739,0.425802180556797,0.445999993362705,0.426556955206231,0.943431596112214
740,0.326441246869126,0.551904494651822,0.0814095069446369,1.69870014078031
741,0.524566116546347,0.162399363084309,1.31416097165582e-16,0.801259451575558
742,0.623577584028589,0.0871755228179003,0.548013296812218,2.3728447038721
743,0.476469415661672,1.0460088310861,0.0277926602127516,5.30086430189157
744,0.465470958623043,0.671464032727798,0.116123141846234,1.29546313144356
745,0.47846896565189,0.0750912130904051,6.95961286202695e-15,4.34478496998994
746,0.404990741513552,0.754973087407034,0.255435567115281,2.72675533491413
747,0.514978850460595,0.755864491164563,0.165149502703806,1.31818586821893
748,0.448726647191523,0.740436737507839,0.140580713993727,0.777369561734658
749,0.495833333342824,0.870512820492682,2.233497559102e-16,0.556921268902038
750,0.448369579274438,0.569026537365986,0.529870564238986,0.866269642009511
751,0.489450416499901,1.11951445242614,0.0900467350564368,1.04700149637352
752,0.40374513387449,0.922718477896198,0.0912013421878951,2.95539208568499
753,0.505361580687141,0.787125639625069,7.79490030617958e-17,0.338103098886185
754,0.778932551512139,-0.000903196222615986,0.316903852588453,0.021875483153865
755,0.298719385468366,0.195705215396528,0.802659649294371,5.63456562471226
756,0.475704577556475,0.722695684559351,0.074353071851877,0.371347258441366
757,0.939059374046481,-0.0161111615379166,0.985562245791807,0.0471645721228556
758,0.47373447529237,0.670912167654244,0.0167931014652192,0.674093048740088
759,0.418336791279283,-0.109466507237445,0.993319385417546,0.679578501559486
760,0.480265742227095,0.579225901553438,1.35472495603976e-16,1.07674771637996
761,0.509949367519566,0.158751056407155,7.93507380645872e-17,0.799085178059072
762,0.219896349144969,0.347770327243371,0.120200704837375,5.79087715723497
763,0.431537759698222,0.323706411675206,0.256814789228149,2.2351252392881
764,0.393314116526068,0.424327040708326,0.131935664056865,2.28163680933568
765,0.478916264284288,0.862752305093899,0.230864240788861,1.83336633772227
766,0.280870303034136,0.507454763059379,0.630375100240442,1.33797975413052
767,0.39030768022716,0.412488961055496,0.226100980916553,2.4812925187067
768,0.144013708575883,0.130949232713838,0.469443510939728,3.13322312028262
769,0.501696372460672,0.710800357565514,0.0853927709062654,0.639773211285189
770,0.422179716556704,0.202373419182465,0.513934121925334,1.71787052149274
771,0.523971210105752,0.724108034514215,0.318016961439181,1.83332807876195
772,0.496018427270291,0.376836031770772,0.0285318095182928,0.391866268481465
773,0.539083615550995,0.434170876285382,0.431186068073176,1.71399862631218
774,0.512546212672272,0.28839323536473,0.0436363120667406,3.81171602198525
775,0.397154216138975,0.832928668568243,4.90360439459378e-17,2.65448863838227
776,0.513040154696514,0.475472685891294,3.05037464545394e-16,0.535281869366704
777,0.402703565158392,0.515731467267135,0.480580752224009,1.31732694474382
778,0.395620877621268,0.43668384251685,0.818335426335361,2.38288202135482
779,0.471129385819654,1.15549340601175,1.50372983949495e-16,2.38130746438335
780,0.554399582841004,0.631146224658222,0.00694519678611006,2.82203340181742
781,0.187230775949405,0.167033156191081,0.514316516114438,2.69232606425875
782,0.493790115997934,0.186478080417818,0.599819227806739,0.21595641518173
783,0.349338841844418,0.646231294583447,0.586704268444369,3.23939466029072
784,0.276547336065386,0.452797852420524,0.311607937451193,3.13694558793189
785,0.535797437567026,0.0850618548715191,2.72450572531378e-15,2.57393077513883
786,0.414789585834687,0.685186818750593,0.0596299930555443,1.45514681114356
787,0.536804157266432,1.01835541084269,2.90975340879786e-16,9.71390380743181
788,0.532789480324577,0.623927962146076,0.0274008916399915,3.15806746386131
789,0.481656326875633,0.643883425864042,0.0974682565268989,0.744291185832901
790,0.185696163582403,0.20222534261827,0.160990332259131,0.797065237803326
791,0.507046692415376,0.0407218508014134,0.938609753164097,0.32567620150055
792,0.621622783240108,0.645869617728234,0.33927486328325,0.77924111606833
793,0.422644605189557,0.855835530034597,0.105977013318039,1.24838209670114
794,0.515609108434229,0.585518555669176,0.381212732455905,0.628670382186825
795,0.483206263891813,0.86905441370917,0.102253519077185,1.26339688781914
796,0.546573788784975,0.847441181791883,0.0586573146832857,0.945241911597395
797,0.507937142897929,0.490685173190785,5.65546718185862e-16,0.902674117772883
798,0.512341646186776,0.708556805218087,0.0562053359639681,1.48201247759396
799,0.456758352090585,0.764809212427832,0.242698283293434,1.12867543307491
800,0.521670938322499,0.77023043243788,0.15150731892847,1.12701168020962
801,0.439824414781942,0.535980315747607,0.0392950686581816,4.41842316961082
802,0.56920504153223,0.131479135507457,0.928273625619903,0.134256981363217
803,0.396416233310946,0.710316071549269,0.468875409615921,1.56561523119613
804,0.469560328591982,0.555444263136278,0.211037076997772,0.72375770240491
